company_name,region,sector,near_term_status,near_term_target_classification,near_term_target_year,long_term_status,long_term_target_classification,long_term_target_year, net_zero_status,net_zero_year,full_target_language,ba15_status,ba15_date ,target_classification_long,reason_for_extension_or_removal,Country,Country Code,Sector,CA100 Company?,Large/Medium Classification,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose materially important Scope 3 emissions?,Q13L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q14L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q15L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q16L4|Does the company undertake climate scenario planning?,Q17L4|Does the company disclose an internal price of carbon?,Q18L4|Does the company disclose the actions necessary to meet its emissions-reduction targets?,Q19L5|Does the company quantify the key elements of its emissions reduction strategy and the proportional impact of each action in achieving its targets?,Q20L5|Does the company's transition plan clarify the role that will be played by offsets and/or negative emissions technologies?,Q21L5|Does the company commit to phasing out capital expenditure on carbon intensive assets or products?,Q22L5|Does the company align future capital expenditures with its long-term decarbonisation goals and disclose how the alignment is determined?,Q23L5|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?,Overall transparency score,Overall integrity score,1. Transparency and Integrity,2. Transparency,2. Integrity,3. Transparency,3. Integrity,4. Transparency,4. Integrity,What is their revenue?,What are their emissions?,What is their pledge?,Major emission sources,Disclosure,Headline target or pledge,Short-term targets - grey,Short-term targets - white,Medium-term targets - grey,Medium-term targets - white,Longer-term targets - grey,Longer-term targets - white,Operational emissions (scope 1) number,Operational emissions (scope 1) verbiage,Renewable electricity (scope 2) number,Renewable electricity (scope 2) verbiage,Upstream emissions (scope 3) number,Upstream emissions (scope 3) verbiage,Downstream emissions (scope 3) number,Downstream emissions (scope 3) verbiage,Climate contributions today,Misleading offsetting claims today,Short and medium term targets - grey,Short and medium term targets - white,Emission Reduction Measures
Nike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Reasonable,Moderate,Moderate,Moderate,Poor,Poor,Poor,USD 51.2 bn (2022),10.2 MtCO2e (2022),Net zero by 2050,Scope 3 accounts for 97% of Nike's emissions. It's most important source is purchased goods and services (83%). Use of sold products is shown separately and not counted towards the total.,GHG reported for all years and most categories. Explanations provided for missing categories. Activity indicators provided for all scopes.,Net zero by 2050,"• By 2025: reduce s1 and s2 by 70% below 2020 levels • By 2030: reduce s1 and s2 by 65% below 2015 levels, reduce s3 by 30% below 2015 levels",2030 target includes is in line with existing fashion benchmarks. No interim scope 3 target.,No targets for the 2021-2040 timeframe identiﬁed.,No target identiﬁed.,"Net zero by 2050. Reducing s1, s2 and s3 emissions by 90% below 2015.","Target in line with existing benchmarks, but no interim target identiﬁed.",0.5% of 2022 emissions,Not assessed.,2.2% of 2022 emissions,"Nike is close to meeting its target for 100% RE by 2025, mostly through local PPAs, but does not commit to hourly matching.",90.4% of 2022 emissions,"Measures cover all key areas but lack suﬃcient information to clarify impact, especially regarding the use of biomass and reducing (over)production.",6.9% of 2022 emissions,Not assessed.,No climate contributions identiﬁed.,No oﬀsetting claim identiﬁed.,,,
Danone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Reasonable,Poor,Moderate,Moderate,Reasonable,Poor,Poor,USD 29.1 bn (2022),25.7 MtCO2e (2022),Net-zero emissions by 2050,"Almost 80% of emissions from upstream scope 3, 76% from purchased goods and services. Downstream transportation second most important (10%).","Consistent reporting and disclosure, but several scopes not accounted for and further breakdown of sources would be beneficial for better understanding. Scope 2 market-based used for total emissions.",Net-zero emissions by 2050,"Reduce absolute scope 1 and 2 emissions 47.2% by 2030 (2020 baseline), absolute scope 1 and 3 FLAG emissions 30.3%, scope 3 non-FLAG 42, methane emissions from fresh milk 30%.","sources, but targets do not cover all emissions, so translate to a 30% reduction of 2019 value chain emissions. Danone has a methane target, but provides baseline emissions, so could not be quantiﬁed.",No target identiﬁed.,No target identiﬁed.,Net zero emissions across the value chain by 2050.,"The net-zero target does not cover all emissions. It is accompanied by an explicit emission reduction commit- ment, but an estimate for residual emissions implies signiﬁcant emission reductions.",3% of 2022 emissions,Not assessed.,3% of 2022 emissions,Very limited public reporting on RE procurement. Majority comes from low-quality constructs. No information on planned constructs identiﬁed.,79% of 2022 emissions,"Several measures identiﬁed for deep reduction of emissions, most notably a plan to increase share of plant-based protein. Emission reduction strategy includes",15% of 2022 emissions,short-term and longer-term measures. Limited detail on measures related to downstream emissions.,"Mitigation beyond value chain through ""Livelihoods Funds"". €68.8 M invested in period 2011-2023, partially in return for product level carbon neutrality claims. Since","Carbon neutral production sites based mostly on a combination of RECs and carbon credits. 2023, an undeﬁned volume of support continues without oﬀsetting claims.",,,
Mars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Moderate,Reasonable,Reasonable,Moderate,Moderate,Poor,Poor,USD 45 bn (2022),30.9 MtCO2e (2022),Net-zero GHG emissions by 2050 in full value chain.,"94% of 2022 emissions occurred in scope 73% from purchased goods and services (mainly agriculture and land-use change), 16% from downstream transportation.","Mars annually reports to CDP, but does not disclose in public-facing reporting annually. Its Net Zero Roadmap has a breakdown of emissions, but not using conventional reporting standards.",Net-zero GHG emissions by 2050 in full value chain.,Reduce value chain emissions by 27% by 2025 and 50% by 2030 (2015 baseline).,Main emission reduction target (50% by 2030) is transparantly presented and in line with sectoral and global benchmarks. Carbon sequestration is not considered as part of target.,No target identiﬁed,No target identiﬁed.,Net-zero emissions by 2050,"Long-term net-zero target includes an emission reduction of 80%. Although this is aligned with sectoral benchmarks, role of biological CDR remains uncertain. With 50% from 2030, target is already in line with sectoral benchmarks.",3% of 2022 emissions,Not assessed.,3% of 2022 emissions,"Mars pursues some high-quality RE procurement constructs, but public reporting is limited and the coverage of the target unclear.",78% of 2022 emissions,"Some critical measures are presented, that - in sum - will bring the emissions in line with 2030 target. Post-2030 emission reduction strategy is lacking.",16% of 2022 emissions,No measures identiﬁed that can reduce emissions of this scope.,No climate contributions identiﬁed.,Carbon neutrality claims for speciﬁc brands. Information insuﬃcient to determine the integrity of the claims.,,,
Nestlé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Poor,Reasonable,Poor,Poor,Poor,Poor,Very Poor,Very Poor,USD 98.8 bn (2022),114.7 MtCO2e (2022),Net-zero GHG emissions by 2050,Main emissions are from agricultural activities and other purchased goods and services (72%).,"Annual disclosure of emissions, with a breakdown provided in public-facing reporting. Only market-based emissions disclosed for scope 2.",Net-zero GHG emissions by 2050,"Reduce scope 1, 2 & 3 emissions by 20% by 2025. By 2030, reduce non-FLAG scope 1, 2 & emissions by 50.4% and scope 3 FLAG emissions by 50%.","Updated SBTi FLAG-aligned targets. Limited emission reduction commitment based on targets and measures presented in Net Zero Roadmap, which includes a mix land sequestration CDR and emission reductions.",No target identiﬁed.,No target identiﬁed.,"Reduce non-FLAG scope 1, 2 & 3 emissions by 90% by 2050 vs 2018; reduce absolute scope 3 FLAG GHG emissions by 75% by 2050 vs 2018",Undeﬁned role of CDR for net-zero target and updated SBTi targets.,3% of 2022 emissions,Not assessed.,2% of 2022 emissions,"Renewable electricity procurement constructs account for 77% of consumption, 41% through PPAs. Disclosure of information only in CDP responses.",80% of 2022 emissions,"Some measures to reduce upstream s3 emissions identiﬁed, but includes uncertain measures such as regeneration. Lacks clear commitments to measures that will lead to",15% of 2022 emissions,deep emission reductions. No measures identiﬁed that meaningfully address downstream scope 3.,No climate contributions identiﬁed.,"Nestlé has discontinued its carbon neutrality claims for brands, but the company subtracted carbon dioxide removals from its reported emissions",,,
Tesco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Poor,Poor,Moderate,Poor,Poor,Very Poor,Very Poor,Very Poor,USD 67.8 bn (2022),77.5 MtCO2e (2022),Net zero by 2050 across the full value chain,"~50% of reported emissions are related to purchased goods and services, and ~40% to use of sold products (though unclear what this entails).",A major share of scope 3 emissions is omitted from some GHG inventory tables in public-facing reporting.,Net zero by 2050 across the full value chain.,Reduce scope 1 & 2 by 60% by 2025 and by 85% by 2030 (2015 baseline).,"Transparent short-term targets, but cover only a very small share of emissions. No meaningful scope 3 targets before 2032.","Reduce scope 3 energy & industrial emissions by 55% by 2032 (2019 baseline), reduce scope 3 FLAG emissions by 39% by 2032 (2019 baseline). Net zero scope 1 and 2 by 2035.","Medium-term targets that could translate to deep emission reductions, but major scope exclusions that are not presented in public-facing documentation. Undeﬁned role of CDR that could undermine targets.","Net zero across value chain by 2050. Reduce non-FLAG scope 3 emissions by 90% by 2050 (2019 baseline), and scope 3 FLAG by 72% by 2050 (2019 baseline).","Net-zero target, presented with emission reduction targets. Scope exclusions not presented in public-facing documentation. FLAG targets integrity unclear, as role of CDR is undeﬁned. Non-FLAG targets are suﬃcient.",1% of 2022 emissions,Not assessed.,1% of 2022 emissions,Limited level of detail on electricity consumption in public-facing documentation. Claim of 100% RE consumption today; ~90% of demand is met with RECs.,55% of 2022 emissions,Little to no measures identiﬁed that meaningfully reduce upstream scope 3 emissions.,43% of 2022 emissions,Plans to reduce emissions from downstream transport. No further measures identiﬁed that can meaningfully reduce emissions in this scope.,No climate contributions identiﬁed.,No oﬀsetting claims identiﬁed.,,,
Ahold Delhaize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Poor,Reasonable,Reasonable,Moderate,Poor,Very Poor,Poor,Very Poor,USD 79.5 bn (2021),70.3 MtCO2e (2021),Net zero across entire value chain by 2050,"88% of reported emissions are from purchased goods and services (upstream s3), mainly related to agricultural activities.","Emissions disclosed in full in CDP disclosure, but no s3 breakdown in main reporting. S1 and s2 presented with a breakdown. Market-based s2 used for sum.",Net zero across entire value chain by 2050,,,,,S1 and s2: net zero by 2040. S3: net zero by 2050.,"Net-zero targets presented with emission reduction targets, translating to ~82% reduction by 2050 (2019 baseline). Close to available benchmarks.",,,,Very limited amount of information in consumer-facing reporting. RE accounts for just 14% of electricity demand.,,,,,,Ahold Delhaize's brands sell 'climate-neutral' products. No climate contributions identiﬁed.,"- Reduce s1 and s2 by 29% by 2025 and 50% by 2030, compared to 2018 - Reduce s3 by 37% by 2030, compared to 2020","Targets translate to ~33% emission reduction by 2030 (2019 baseline). None of the separate s1, s2 and s3 targets are fully aligned with benchmarks.","Comprehensive strategy for s1 and s2. S3 strategy includes various measures, but no clear signs of transformative reductions in signiﬁcant emission sources."
Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasonable,Moderate,Reasonable,Moderate,Moderate,High,High,Reasonable,Very Poor,USD 365.8 bn (2021),24.2 MtCO2e (2021),Carbon neutral by 2030,Purchase of goods for manufacturing (67%) and emissions from the use of sold products (21%).,Detailed disclosure. The lower market-based estimate for scope 2 emissions is used for aggregation.,Carbon neutral by 2030,,,,,No long-term vision for emission reductions beyond 2030.,No long-term vision communicated.,,,,"Detailed information. 100% of electricity consumption is renewable, mostly supplied through high-quality PPAs. Investments in on-site installations with storage.",,,,,,"Carbon neutrality claim for s1, s2, employee commute, and business No climate contributions identiﬁed.",Carbon neutral by 2030,Full coverage of life-cycle emissions. 75% reduction by 2030 relative to 2015. Aligned with benchmarks for 1.5°C warming. No short-term target.,"Detailed information on measures covering all major emission sources, including transition of supply chain to renewable electricity and measures to extend product lifetimes."
ArcelorMittal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Reasonable,Moderate,Poor,Moderate,Poor,Poor,Poor,USD 76.6 bn (2021),166.2 MtCO2e (2021),Net-zero by 2050,Emissions from steelmaking processes (s1) account for over 80% of reported emissions.,S1&2 emissions are broken down to emissions from mining and steelmaking. Potentially significant share of s3 emissions is not reported on.,Net-zero by 2050,,,,,Net-zero by 2050,We interpret that the target covers s1 and s2 emissions. Company does not explicitly commit to own emissions reduction target by 2050.,,,,Renewable energy procurement constructs not disclosed.,,,,,,No climate contributions identiﬁed. No oﬀsetting claims today identiﬁed.,Global: reduce emissions intensity by 25% below 2018 levels in 2030 (eq. 1.54 tCO2/tsteel) Europe: reduce emissions intensity by 35% below 2018 levels in 2030,"Supporting measures indicate alignment with some 1.5°C aligned sectoral benchmarks, although benchmarks are not directly comparable.","Measures cover s1 and s2, and include the use of different potential low-carbon technologies without specifying the technology split in 2030."
Carrefour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor,USD 87.8 bn (2021),136.3 MtCO2e (2021),Carbon neutrality by 2040,"Upstream emissions for products and packaging (72%), mostly from agriculture. Downstream use of non-food products (23%).",99% of s3 emissions are excluded from public reports. Reported values include only 'integrated' stores that account for less than 20% of Carrefour stores.,Carbon neutrality by 2040,,,,,Carbon neutrality by 2040,"Target includes a commitment to 70% reduction of only s1 and s2 emissions, and only in selected locations.",,,,Limited use of RE currently. Organisation-wide data could not be identiﬁed. Geographical coverage of the 2030 target is unclear.,,,,,,No oﬀsetting claims today identiﬁed. No climate contributions identiﬁed.,- 50% reduction of s1 & 2 emissions by 2030 compared to 2019. - 29% reduction of s3 emissions by 2030 compared to 2019.,Most Carrefour locations appear to be excluded from the targets; we interpret these targets only apply to 20-50% of Carrefour output.,Plans address key emission sources but are limited in geographical coverage and lacking concrete commitments.
Deutsche Post DHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Poor,Moderate,Moderate,Very Poor,Moderate,Moderate,Poor,Very Poor,USD 96.6 bn (2021),45.7 MtCO2e (2021),logistics-related emissions to net zero by 2050,Emissions from subcontractors (upstream transportation and distribution) account for 66% of reported emissions; scope 1 emissions for 16%.,Aggregate reporting excludes non-logistics-related emissions (14% of total reported emissions); full climate impact of aviation is not disclosed.,Reduce all logistics-related emissions to net zero by 2050,,,,,Net-zero logistics-related emissions by 2050,No clear emission reduction commitment. Non-logistics emissions excluded from the target.,,,,"86% of electricity consumption comes from renewable sources, but RECs account for over 95% of RE consumption.",,,,,,'Climate neutral delivery' through offsetting (low volume of medium- No climate contributions identiﬁed.,"Reduce s1 and s2 by 42% and selected s3 emissions by 25% by 2030, compared to 2021.","Emissions increased substantially since 2019, targets translate to a redcution of just 12% compared to 2019 emissions.",Measures cover all emission sources. They include investments in innovative solutions for electric vehicles and low- and zero-carbon fuels.
Fast Retailing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Poor,Reasonable,Moderate,Very Poor,Poor,Very Poor,Very Poor,Very Poor,19.4 bn (2021) 5.50 (2021),MtCO2e To reduce 90% production fabric manufacturing),"scope 1 and 2 emissions by and scope 3 emissions (from the of raw materials for products, production and garment by 20% by FY2030","Procurement of materials in the supply chain (76%), speciﬁcally raw material production, fabric production and sewing (upstream scope 3).",Complete disclosure. No estimate for downstream transportation and distribution. Market- and location-based estimates provided for scope 2 emissions.,To reduce scope 1 and 2 emissions by 90% and scope 3 emissions (from the production fabric production and garment manufacturing) by 20% by FY2030,,,,,43% GHG emission reductions by 2030. Net zero by 2050,Long-term vision is unclear. Concrete plans and emissions coverage have not been made public. No clear long-term vision is set out.,,,,"Low share of RE (<10%). Plans underway for 100% RE by 2030. On-site solar PV in Japan, RECs in other regions.",,,,,,No climate contributions identiﬁed. No oﬀsetting claims today identiﬁed.,"Emission reductions by 2030 (2019 baseline): - 90% in operations (s1, s2) - 20% in raw materials, fabric and garment production (s3, Uniqlo and GU brands)","74% of 2019 emissions footprint. Exclusion of emissions from brands other than Uniqlo and GU, and downstream scope 3 emissions. Targeted emission reductions across the company's whole value chain are insufﬁcient to meet the global benchmark of","Outlined for most emission sources, e.g., energy efﬁciency improvements, materials recycling, emission reduction plans for suppliers. Too few details to gauge impact."
Foxconn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Poor,Poor,Moderate,Moderate,Poor,Poor,Very Poor,Very Poor,USD 214.6 bn (2021),29.4 MtCO2e (2020),Net-zero emissions in the value chain by 2050,"S3 accounts for 82% of disclosed emissions, but Foxconn provides no breakdown of emission sources.","Incomplete disclosure. S3 emissions only reported for 2020, no breakdown provided. Highest estimate reported for s2 emissions (location based).",Net-zero emissions in the value chain by 2050,,,,,Net-zero emissions in the value chain by 2050.,Full coverage of value-chain emissions. 63% reductions by 2035 (2020 baseline). No reduction target alongside net-zero emissions target by 2050.,,,,"Only 5% of electricity is renewable, with 50% aim for 2030. Details on procurement constructs not provided, although most comes from on-site installations.",,,,,,No climate contributions identiﬁed. No oﬀsetting claims today identiﬁed.,"Carbon emissions reduction targets, 2020 baseline: 21% by 2025, 42% by 2030. Net-zero emissions in Taiwanese oﬃces by 2030.",Unclear whether targets cover CO2 or all GHG emissions. The pledged 42% reduction by 2030 is almost aligned with a 1.5°C compatible trajectory.,"Little information. Energy-saving measures. Guidance for suppliers to procure RE and set targets, but proportion of suppliers covered is unclear."
Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Moderate,Moderate,Very Poor,Reasonable,Reasonable,Moderate,Poor,USD 257.54 bn (2021),16 MtCO2e (2021),Net-zero emissions by 2030,S3 emissions (59%) and s2 emissions from consumed electricity (41%). Disclosure: S3 reporting lacks detail; market- and,"S3 reporting lacks detail; market- and location-based s2 emissions disclosed, but the lowest of the two used for aggregated emissions.",Net-zero emissions by 2030,,,,,Google does not have any long-term targets beyond 2030.,No emission reduction plans identiﬁed after 2030.,,,,"66% of consumed electricity is matched with 24/7 RE (100% annually). RE from PPAs (77%), the grid (23%), and on-site installations (0.05%).",,,,,Google ﬁnances mitigation projects through Google.org. No link to,"unabated emissions. Limited detail on projects, volume, and timelime. Neutrality claim covers ~12% of 2021 emissions, based on RE",- Net-zero emissions by 2030 - Match 100% of consumed electricity with 24/7 RE by 2030.,"Commitment to reduce market-based emissions by 50% by 2030, which translates to a 37% reduction of location-based emissions.","Emission reduction measures across all scopes, precise mitigation impact in s3 remains unclear. Emissions increased by 5% in 2021."
H&M Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Moderate,High,Reasonable,Moderate,Very Poor,Poor,Poor,USD 23.2 bn (2021),8.2 MtCO2e (2021),Net zero no later than 2040,Fabric production (35%) and product use (21%) are the most important emission souces.,"Detailed breakdown of emissions from purchased goods (scope 3, category 1). Some other scope 3 categories are not disclosed.",Net zero no later than 2040,,,,,Carbon neutrality by 2040,"Commitment to reduce s1 and s2 emissions, as well as s3 emissions by 90%, compared to 2019.",,,,unclear due to limited information. RECs cover over 95% of electricity consumption.,,,,,,H&M Group joined the LEAF coalition but we could not identify further details. No oﬀsetting claims today identiﬁed.,Reduce s1 and s2 emissions by 56% by 2030; and reduce s3 emissions also by 56% by 2030.,"Aligned with global benchmarks for necessary GHG emission reductions, but no reduction target within the next 5 years.",Biomass in the production phase has adverse climate and sustainability implications. Potential impact of recycling and sourcing more sustainable materials is
Holcim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasonable,Moderate,Reasonable,High,Moderate,Moderate,Moderate,Poor,Poor,USD 29.3 bn (2021),149.1 MtCO2e (2021),Net zero by 2050,S1 related to cement manufacturing (82%) and s3 purchased goods and services (9%). Disclosure: S2 emissions reported using both a location-,"S2 emissions reported using both a location- and market-based accounting approach, while the company uses the higher value to present total emissions. Unclear why some s3 sub-categories are excluded.","Net-zero by 2050 By 2030, reduce the carbon intensity:",,,,,"Net zero by 2050, including: - s1&2: 95% reduction in CO2/t cement below 2018 (intensity target)","Targets meet 1.5°C-aligned sectoral benchmarks, but intensity target and heavy reliance on CCUS makes the appropriateness of net zero reduction in absolute emissions below 2020",,,,"solutions, but limitations of CCUS are not discussed. Total volume of energy procured by construct only reported in CDP response, showing a high reliance on RECs.",,,,,No climate contributions identiﬁed.,"At a product-level, the company offers costumers to offset emissions under its 'ECOPact Zero' label. No information",- of cementicious materials below 2018 by 22.5% for s1 and 65% for s2 - of bought clinker and cement below 2020 by 20% for s3 (purchased goods) - of bought fuel below 2020 by 20% for s3 (fuel- and energy related) - of sold products below 2020 by 24% for s3 (downstream transport),2030 intensity targets for s1 and s2 partially meet 1.5°C-aligned sectoral benchmarks. Absolute emission reductions cannot be quantiﬁed.,"Measures cover all emission sources, include additional targets, emission reduction estimates and plans to mainstream innovative"
Inditex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Poor,Moderate,Moderate,Very Poor,Poor,Very Poor,Poor,Poor,USD 32.8 bn (2021),13.9 MtCO2e (2021),Net-zero GHG emissions by 2040,S3 emissions account for 99.6% of the total. Most relevant categories are purchased goods and services (59%) and use of sold products (21%).,"Almost all s3 reported, except for downstream transport and distribution. S2 reported under market and location-based methods, but lowest estimate used for targets.",Net-zero GHG emissions by 2040,,,,,Net-zero GHG emissions by 2040,Net-zero target scope not clear. No own emission reduction target presented alongside net-zero pledge.,,,,Inditex does not publicly disclose RE procurement constructs. CDP responses indicate high reliance on RECs.,,,,,,"Climate contribution to nature conservation projects, but limited volume (eq. to EUR 0.24/tCO2e) No oﬀsetting claims today identiﬁed.",-Reduce s1&2 emissions by 90% below 2018 levels by 2030. -Reduce s3 emissions from purchased goods and services by 20% below 2018 levels by 2030.,"Targets represents a 10% reduction in total emissions, well below 1.5°C-aligned benchmarks for the fashion industry",Insufﬁcient information is provided to understand the signiﬁcance and sufﬁciency of emission reduction measures.
JBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Moderate,Very Poor,USD 64.7 bn (2021),71.1 MtCO2e (2021),Net-zero GHG emissions by 2040,"Major emissions are in s3. Although no breakdown provided, we assume that emissions related to rearing cattle are the main emission source.",JBS reports 10 times larger s3 emissions in its 2021 sustainability report than in previous ones. We could not identify a clear explanation for the increase.,Net-zero GHG emissions by 2040,,,,,Net-zero emissions by 2040,JBS does not specify an emission reduction target alongside its net-zero emissions pledge; the sufﬁciency of that long-term vision is unclear.,,,,"Little public information on RE procurement. Claim that 46% of electricity demand is RE-based, but little to no info on existing and planned procurement constructs.",,,,,Fund for the Amazon,projects may have a positive climate impact. Sum of support is not proportional to JBS' GHG footprint.,Reduce s1&2 emissions by 30% by 2030 from a 2019 baseline.,Unclear language around intensity vs. absolute target. Does not cover s3 (>90% of emissions).,Emission reduction measures described in vague terms; potential impact remains unclear. Unclear how most important emission sources (rearing cattle) will be reduced.
Maersk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasonable,Reasonable,Reasonable,High,Reasonable,Moderate,Moderate,Moderate,Moderate,USD 61.8 bn (2021),78 MtCO2e (2022),Net zero across the business and value chain by 2040 with 100% green solutions for customers,"Fuel consumption on own vessels (s1) accounts for half of all emissions; upstream transportation and distribution and use of sold products for 17% and 13%, respectively.","Disclosure of GHGs is complete. Maersk reports separately on SOx, NOx and particulate matter emissions, including black carbon, but does not report on the climate impact of those emissions.",Net zero across the business and value chain by 2040 with 100% green solutions,,,,,Net zero across the business and value chain by 2040 with 100% green solutions for customers,"90% reduction from 2020 levels is in line with sectoral benchmarks. No explicit mention that non-GHG climate forcers are covered, but these will decrease as Maersk makes the transition",,,,"All European terminals are powered by renewable energy, but more details are lacking. Focus on PPAs and on-site installations in the future.",,,,,,Plans to remove and store at least 5 MtCO2 in 2030 without making a neutralisation claim; further details are lacking. No oﬀsetting claims today identiﬁed.,"2030 targets for ocean activities: 50% reduction in GHG intensity (below 2020) and 25% of cargo to be transported with green fuels. Separate targets for air cargo, logistics facilities, landside and own terminals.",Absolute emission reductions cannot be derived from the company's emission intensity targets. The green fuel targets for shipping exceed 1.5°C-compatible benchmarks for this sector.,Comprehensive plans to shift from fossil fuels to low-carbon and zero-carbon alternatives. No commitment to using bio-based fuels as an interim solution only.
Mercedes-Benz Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor,Poor,Moderate,Poor,Very Poor,Moderate,Moderate,Very Poor,Very Poor,USD 198.6 bn (2021),124.9 MtCO2e (2021),CO₂-neutral across all stages of the value chain by 2039,"Use phase of sold vehicles (80% in 2021, downstream s3), purchased goods and services (16% in 2021, upstream s3).",S3 emissions reported for 2021 only (no data prior to spin-off of Daimler Truck AG in 2021). Several s3 emissions categories not disclosed and third-party analysis calls integrity of downstream s3 disclosure into question.,New vehicle ﬂeet CO₂-neutral across all stages of the value chain by 2039,,,,,New vehicle ﬂeet CO₂-neutral across all stages of the value chain by 2039,All emission scopes covered. No emission reduction commitment alongside carbon neutrality pledge. No 1.5°C-aligned phaseout dates for ICEs.,,,,"Detailed information disclosed for German production plants only. On-site generation and PPAs (solar, wind, hydro) with combined storage to match consumption and generation.",,,,,,Use of offsets to claim 'CO2-neutral' production plants worldwide No climate contributions identiﬁed.,- 40% vehicle life-cycle emissions intensity reduction by 2030 (below 2018) - 50% absolute s1 & s2 emissions reduction by 2030 (below 2018),No 1.5°C-aligned phaseout dates for ICEs. 2030 targets cannot be quantifed across the entire value chain due to lack of historical emission data.,"Relevant measures for key emission sources, including investments in vehicle electriﬁcation and low-carbon steel production. Limited details on timeline and expected impact."
Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reasonable,Moderate,Reasonable,Moderate,Very Poor,Moderate,Moderate,High,Poor,USD 168.09 bn (2021),19.2 MtCO2e (2021),Carbon negative by 2030,"Emissions from electricity (25%; location-based s2), purchased goods and services (26%), and the construction of ofﬁces/datacentres (22%).","Comprehensive disclosure of all emission scopes, but market-based s2 estimates are used for aggregated disclosure and targets.",Carbon negative by 2030,,,,,Pledge 'to remove by 2050 all the carbon the company has emitted either directly or by electrical consumption since it was founded in 1975'.,No clear plans to reduce emissions beyond 2030. We interpret the target as a commitment to offset historical s1 and s2 emissions since 1975.,,,,100% RE in 2021 through unbundled RECs and PPAs. Target of 100% local RE with 24/7 matching by 2030.,,,,,,Mainly nature-based solutions (99%) with a 'contracted durability' of No climate contributions identiﬁed.,Microsoft pledges to become carbon negative by 2030 and maintain its existing claim of carbon neutrality each year until 2030.,"Commitment to reduce market-based emissions by 50% by 2030, which translates to a 38% reduction of location-based emissions.","Measures for most emission sources, but implementation scale unclear. Flagship projects test innovative new abatement technologies."
