Company,Year,Overall transparency score,Overall integrity score,1. Transparency and Integrity,2. Transparency,2. Integrity,3. Transparency,3. Integrity,4. Transparency,4. Integrity,What is their revenue?,What are their emissions?,What is their pledge?,Major emission sources,Disclosure,Headline target or pledge,Short-term targets - grey,Short-term targets - white,Medium-term targets - grey,Medium-term targets - white,Longer-term targets - grey,Longer-term targets - white,Operational emissions (scope 1) number,Operational emissions (scope 1) verbiage,Renewable electricity (scope 2) number,Renewable electricity (scope 2) verbiage,Upstream emissions (scope 3) number,Upstream emissions (scope 3) verbiage,Downstream emissions (scope 3) number,Downstream emissions (scope 3) verbiage,Climate contributions today,Misleading offsetting claims today,Short and medium term targets - grey,Short and medium term targets - white,Emission Reduction Measures,Geography,Geography Code,Sector,CA100 Company?,Large/Medium Classification,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose materially important Scope 3 emissions?,Q13L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q14L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q15L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q16L4|Does the company undertake climate scenario planning?,Q17L4|Does the company disclose an internal price of carbon?,Q18L4|Does the company disclose the actions necessary to meet its emissions-reduction targets?,Q19L5|Does the company quantify the key elements of its emissions reduction strategy and the proportional impact of each action in achieving its targets?,Q20L5|Does the company's transition plan clarify the role that will be played by offsets and/or negative emissions technologies?,Q21L5|Does the company commit to phasing out capital expenditure on carbon intensive assets or products?,Q22L5|Does the company align future capital expenditures with its long-term decarbonisation goals and disclose how the alignment is determined?,Q23L5|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?,training_idx
Sony,2022,Reasonable,Moderate,High,High,Moderate,Moderate,Unknown,Very Poor,Very Poor,USD 77.5 bn [JPY 8999 bn] (2020),18.5 MtCO2e (2020),Zero GHG emissions by 2050,"Use of sold products (downstream scope 3, 62%); raw materials and parts for manufacturing of products (20%).","All emission sources are disclosed transparently. Scope 2 emissions reported using the market-based accounting method, although the difference to location-based accounting is marginal due to limited RE procurement.",Zero greenhouse gas emissions throughout the life cycle of products and business activities by 2050,,,,,,,,,,Only 7% of electricity consumed from renewable sources with various mixed quality procurement constructs.,,,,,No climate contributions identified,No offsetting claim in 2020/2021,,,"Measures target all emission sources, but expected emission reductions are not disclosed and emissions have flattenned in recent years.",,,,,,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,sony_2020
Sony,2023,Reasonable,Moderate,High,High,Moderate,Moderate,Unknown,Very Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,JPN,Consumer Goods,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,sony_2021
Sony,2024,Reasonable,Moderate,High,High,Moderate,Moderate,Unknown,Very Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,JPN,Consumer Goods,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,sony_2022
Stellantis,2023,Moderate,Moderate,Very Poor,High,Moderate,Moderate,Moderate,Moderate,Very Poor,USD 176.6 bn (2021),138.5 MtCO2e (2021),Carbon net zero by 2038,"Use phase of sold vehicles (85% in 2021, downstream s3), purchased goods and services (11% in 2021, upstream s3).",s3 disclosed only in relative terms for Europe and third-party analysis calls integrity of downstream s3 disclosure into question. Only market-based estimate provided for s2.,Carbon net zero by 2038,,,,,Carbon net zero by 2038 by 2030,"All emission scopes covered. Deep emission reductions comittment of at least 90% by 2038, compared to 2021. 1.5°C-aligned ICE phaseout date for EU.",,,,"RE accounts for <20% of electricity consumption, mainly from RECs alongside some on-site installations and PPAs.",,,,,with uncertain climate impact. Biodiversity and reforestation projects in Brazil.,Details regarding the volume of ﬁnance not identiﬁed. Claims of ‘carbon neutral’ operations in South American,"50% absolute reduction by 2030 across s1, s2, and s3 (below 2021) supported by: - s1 & s2: 50% absolute reduction by 2025 and 75% by 2030, - s3: 50% intensity reduction by 2030,","Overarching 2030 target to reduce full value chain emissions by 50%, compared to 2021. 1.5°C-aligned ICE phaseout date for EU. BEVs in Europe and 50% BEVs in US by 2030, parts: 40% intensity reduction by 2030.","Relevant measures for accelerated transition to electric mobility, but unclear whether measures are sufficient to align with a 1.5C-aligned decarbonisation pathway.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stellantis_2021
Stellantis,2024,Moderate,Moderate,Moderate,Reasonable,Moderate,Moderate,Moderate,Poor,Poor,USD 188.9 bn (2022),451.3 MtCO2e (2022),Carbon net zero by 2038,"Use phase of sold vehicles (88% in 2022, downstream s3), purchased goods (9% upstream s3).",S3 disclosure covers global value chain while having improved the alignment with third-party analysis. Only market-based s2 estimates consistently reported.,Carbon net zero by 2038,"50% intensity reduction by 2030 across s1, s2, and s3 below 2021 supported by: • s1 & s2: 75% absolute reduction by 2030, • Upstream s3: 40% intensity reduction by 2030 • Purchased parts: 40% intensity reduction by 2030. • EVs: 100% BEV sales in Europe and 50% BEVs in US by 2030","Overarching 2030 target to reduce full value chain emissions intensity per vehicle by 50%, compared to 2021. 1.5°C-aligned ICE phaseout date for EU.",Carbon net zero by 2038,"""All scopes covered. Deep emission intensity reduction commitment of at least 90% by 2038, compared to 2021. 1.5°C-aligned ICE phaseout date for EU.""",Stellantis sets no longer-term target beyond 2041.,Stellantis sets no longer-term target beyond 2041.,<1% of 2022 emissions,Not assessed.,<1% of 2022 emissions,"RE accounts for <30% of electricity consumption, mainly from RECs alongside some on-site installations and PPAs.",9% of 2022 emissions,"Vaguely speciﬁed plans to buy 'green materials' to meet a 40% intensity reduction target by 2030. Limited info on scope, actions and timelines.",90% of 2022 emissions,"Relevant measures such as vehicle electriﬁcation. Measures not 1.5°C-aligned for all markets, and some future technologies uncertain.",Biodiversity and reforestation projects in Brazil. Details regarding the volume of ﬁnance not identiﬁed.,No offsetting claim identified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stellantis_2022
Tesco,2024,Poor,Poor,Poor,Moderate,Poor,Poor,Very Poor,Very Poor,Very Poor,USD 67.8 bn (2022),77.5 MtCO2e (2022),Net zero by 2050 across the full value chain,"~50% of reported emissions are related to purchased goods and services, and ~40% to use of sold products (though unclear what this entails).",A major share of scope 3 emissions is omitted from some GHG inventory tables in public-facing reporting.,Net zero by 2050 across the full value chain.,Reduce scope 1 & 2 by 60% by 2025 and by 85% by 2030 (2015 baseline).,"Transparent short-term targets, but cover only a very small share of emissions. No meaningful scope 3 targets before 2032.","Reduce scope 3 energy & industrial emissions by 55% by 2032 (2019 baseline), reduce scope 3 FLAG emissions by 39% by 2032 (2019 baseline). Net zero scope 1 and 2 by 2035.","Medium-term targets that could translate to deep emission reductions, but major scope exclusions that are not presented in public-facing documentation. Undeﬁned role of CDR that could undermine targets.","Net zero across value chain by 2050. Reduce non-FLAG scope 3 emissions by 90% by 2050 (2019 baseline), and scope 3 FLAG by 72% by 2050 (2019 baseline).","Net-zero target, presented with emission reduction targets. Scope exclusions not presented in public-facing documentation. FLAG targets integrity unclear, as role of CDR is undeﬁned. Non-FLAG targets are suﬃcient.",1% of 2022 emissions,Not assessed.,1% of 2022 emissions,Limited level of detail on electricity consumption in public-facing documentation. Claim of 100% RE consumption today; ~90% of demand is met with RECs.,55% of 2022 emissions,Little to no measures identiﬁed that meaningfully reduce upstream scope 3 emissions.,43% of 2022 emissions,Plans to reduce emissions from downstream transport. No further measures identiﬁed that can meaningfully reduce emissions in this scope.,No climate contributions identiﬁed.,No offsetting claim identified.,,,,United Kingdom,GBR,Consumer Services,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,tesco_2022
Thyssenkrupp,2023,Unknown,Unknown,Poor,Moderate,Moderate,Moderate,Moderate,Poor,Poor,USD 40.2 bn (2021),60.5 MtCO2e (2021),Climate neutral by 2050,S1 emissions from with steelmaking represent around 38% of the disclosed emission footprint. Most s3 emissions are fromwith purchased goods and services.,Specific sources or accounting methods for s1 and s2 not disclosed. Only fuel- and energy-related S3 publicly reported. Full s3 emissions reported only to CDP.,Climate neutral by 2050,,,,,To reduce s1&2 by at least 90% below 2018 level and s3 by at least 90% below 2017 levels by 2050,Potentially significant omission in target scope. Supporting measures indicate alignment with some 1.5°C aligned sectoral benchmarks,,,,Very limited information on renewable energy procurement.,,,,,,Offsets are being procured to claim carbon neutrality No climate contributions identiﬁed.,- To reduce s1&2 emissions by 30% below 2018 levels by 2030 - To reduce s3 emissions by 16% below 2017 levels by 2030,Target equals a 12% reduction across the value chain. Supporting measures indicate alignment with some 1.5°C-aligned sectoral benchmarks.,"Plans to phase-out its carbon intensive assets for steel production and to reduce scope 3 emissions, but emission reduction plans are unclear for other divisions.",Germany,DEU,Steel,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,thyssenkrupp_2021
Thyssenkrupp,2024,Unknown,Unknown,Poor,Moderate,Moderate,Moderate,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,DEU,Steel,Yes,large,down,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,thyssenkrupp_2022
Toyota,2023,Poor,Very Poor,Poor,Moderate,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,JPN,Autos,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,toyota_2021
Toyota,2024,Poor,Very Poor,Poor,Moderate,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,USD 282.6 bn (2022),616.7 MtCO2e (2022),Carbon neutral by 2050,"Use phase of sold vehicles (downstream s3, 79%); purchased goods and services (upstream s3, 20%)",Toyota discloses emissions across all scopes but third-party analysis calls integrity of downstream s3 disclosure into question. Subsidiaries also partially excluded in latter.,Carbon neutral by 2050,"""s1, s2 & s3 - vehicle life-cycle emissions intensity reduction • 30% reduction by 2030 below 2019 s3 - vehicle use-phase emissions intensity • 33.3% reduction for LDVs by 2030 below 2019 • 11.6% reduction for HDVs by 2030 below 2019""",No 1.5°C-aligned phaseout dates for ICEs. Intensity targets for life-cycle and use-phase emissions not quantiﬁable.,"""s1 & s2 • - 65% absolute reduction by 2035 below 2019 • - Carbon neutrality by 2035 (oﬀsets allowed) s3 - vehicle use-phase emissions intensity • - 50% reduction by 2035 below 2019""","No 1.5°C-aligned phaseout dates for ICEs. Target for s1 & s2 equals a 1% reduction across the value chain, S3 intensity target not quantiﬁable.",Carbon neutral by 2050 (group-wide) and additional scope-speciﬁc carbon neutrality pledges by 2050,All emission scopes covered. No emission reduction commitment alongside carbon neutrality pledges by 2050. No 1.5°C-aligned phaseout dates for ICEs.,<1% of 2022 emissions,Not assessed.,1% of 2022 emissions,Very limited information on RE procurement in public reporting. RE accounts for just 20% of electricity demand in 2022 with aim to reach 25% in 2025.,20% of 2022 emissions,No measures identiﬁed that aim to reduce upstream scope 3 emissions.,79% of 2022 emissions,Some measures on vehicle electriﬁcation but limited details on scope and timelines. Development of other LDV technologies with highly uncertain eﬃciency and impact.,No climate contributions identiﬁed.,No offsetting claim identified.,,,,Japan,JPN,Autos,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,toyota_2022
Unilever,2022,Poor,Very Poor,Moderate,Moderate,Very Poor,Moderate,Very Poor,Very Poor,Very Poor,[EUR 50.7 bn] (2020),~32 MtCO2e (2020),Net zero by 2039,"Raw materials and manufacturing (upstream scope 3, ~35%).","Unilever reports on all emission sources, but the transparency of the company’s footprint may be distorted by over-reporting of scope 3 emission sources which fall outside of the company’s normal reporting scope. Scope 2 emissions are reported using the market-based accounting method only.",Net zero by 2039,,,,,,,,,,Unilever claims to use 100% renewable electricity but approximately 60% of this comes from unbundled RECs.,,,,,No climate contributions identified,Unilever distances itself from offsetting but supports its individual brands to claim carbon neutrality.,,,Unilever’s new supplier engagement programme could have a significant impact but details are limited. Impacts of zero-de-forestation commitment are unclear. Detailed measures for scope 1 and 2 emission sources.,,,,,,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,unilever_2020
Unilever,2023,Poor,Very Poor,Moderate,Moderate,Very Poor,Moderate,Very Poor,Very Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,NLD,Consumer Goods,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,unilever_2021
Unilever,2024,Poor,Very Poor,Moderate,Moderate,Very Poor,Moderate,Very Poor,Very Poor,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,NLD,Consumer Goods,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,unilever_2022
Vale,2022,Moderate,Poor,Moderate,Moderate,Very Poor,Moderate,Moderate,Moderate,Very Poor,USD 40 bn (2020),490.8 MtCO2e (2020),Carbon neutral by 2050 (scope 1 & 2),"processing, transport and use of sold products (95%).","Vale reports on aggregated scope 1, scope 2 and scope 3 emissions. The company provides an overview of the activities that contribute to scope 1 and 2 emissions and their relative importance.",Carbon neutral by 2050,,,,,,,,,,"PPAs, own assets, investment in battery storage systems. Unclear whether Vale retains any RECs from its own assets or whether other consumers may also claim ownership of the renewable electricity.",,,,,No climate contributions identified,No offsetting claim in 2020/2021,,,"Vale provides some information on specific measures across all scopes, including implementation of some innovative decarbonisation technologies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vale_2020
Vodafone,2022,Reasonable,Moderate,High,High,High,Very Poor,Very Poor,Moderate,Very Poor,USD 44.9 bn (2020),11.97 MtCO2e (2020),Net zero emissions by 2040,"purchased goods and services (upstream scope 3, 31%); investments in joint ventures (downstream scope 3, 24%); use of sold products (downstream scope 3, 17%).",Transparent reporting. Breakdown of most relevant emission sources. The market-based method for scope 2 emissions accounting is used in aggregated data.,Net zero by 2040,,,,,,,,,,RECs account for the major share of renewable electricity consumed. Some on-site installations and PPAs.,,,,,No climate contributions identiﬁed,"Climate neutral services advertised in some markets, using low-quality credits",,,Limited information on pursued reduction measures.,,,,,,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,vodafone_2020
Vodafone,2024,Reasonable,Moderate,High,High,High,Very Poor,Very Poor,Moderate,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,GBR,Telecommunications,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,vodafone_2022
Vodafone,2023,Reasonable,Moderate,High,High,High,Very Poor,Very Poor,Moderate,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,GBR,Telecommunications,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,vodafone_2021
Volkswagen Group,2022,Moderate,Poor,High,Moderate,Very Poor,Moderate,Moderate,Very Poor,Very Poor,USD 252.0 bn [EUR 222.9 bn] (2020),376.1 MtCO2e (2020),CO2 neutral by 2050,"Use-phase of vehicles sold (downstream scope 3, 76%); purchased goods and services (upstream scope 3, 17%)",Volkswagen comprehensively discloses emissions across all relevant scopes. Volkswagen does not specify the accounting method used for scope 2 emissions.,CO2 neutral by 2050,,,,,,,,,,Volkswagen provides limited information on its renewable electricity procurement constructs meaning a full assessment is not possible.,,,,,No climate contributions identiﬁed,"Volkswagen claims two electric vehicle production lines are carbon neutral as well as some facilities, using nature-based carbon offsets.",,,"Relevant measures for key emission sources including major investments in electrifying vehicles, but unlikely sufficient to align with a 1.5C compatible decarbonisation path.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volkswagen_group_2020
Volkswagen Group,2023,Moderate,Poor,Moderate,Poor,Very Poor,Moderate,Moderate,Poor,Very Poor,USD 295.7 bn (2021),371.3 MtCO2e (2021),Carbon neutral by 2050,"Use phase of sold vehicles (downstream s3, 75%); purchased goods and services (upstream s3, 16%)",Volkswagen comprehensively discloses emissions across all relevant scopes but third-party analysis calls integrity of downstream s3 disclosure into question.,Carbon neutral by 2050,,,,,Carbon neutral by 2050 by 2030,All emission scopes covered. No emission reduction commitment alongside carbon neutrality pledge. No 1.5°C-aligned phaseout dates for ICEs.,,,,Extensive use of lower-quality RECs to claim 96% of renewable electricty procured in Europe in 2021. Plans to use more PPAs in the future but limited information provided.,,,,,,6.1 MtCO2e offset credits purchased in 2021. No complete information No climate contributions identiﬁed.,"s1&s2 - 50% absolute reduction by 2030 (below 2018, no oﬀsets) s3 - vehicle life-cycle emissions intensity","No 1.5C-aligned phaseout dates for ICEs. Target for s1 & s2 equals a 3% reduction across the value chain, S3 intensity target not quantifiable. by 2025 (below 2015, allowing assets) by 2030 (below 2018, no oﬀsets)","Relevant measures for key emission sources, including investments in vehicle electrification and low-carbon steel production. Limited details on timeline and expected impact.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volkswagen_group_2021
Volkswagen Group,2024,Poor,Poor,Very Poor,Poor,Very Poor,Moderate,Moderate,Very Poor,Very Poor,USD 293.6 bn (2022),727.6 MtCO2e (2022),Carbon neutral by 2050,"Use phase of sold vehicles (downstream s3, 86%); purchased goods and services (upstream s3, 13%)",Emissions disclosed for all scopes but third-party analysis questions integrity of LDV downstream s3 disclosure. All HDV-related scope 3 emissions fully excluded from group-level disclosure.,Carbon neutral by 2050, 50% absolute reduction of s1 and s2 by 2030 below 2018 � 30% intensity reduction of LDVs life-cycle emissions by 2030 below 2018. Various EVs sales targets for different geographies,"No 1.5C-aligned phaseout dates for ICEs. Target for & s2 equals a 3% reduction across the value chain, S3 intensity for 2025 no longer mentioned.",Volkswagen sets no medium-term emissions reduction target towards 2040.,No medium-term emissions reduction target towards 2040 identiﬁed. Several aspirational brand-speciﬁc EVs sales targets.,Carbon neutral by 2050,All emission scopes covered. No emissions reduction commitment alongside carbon neutrality pledge. No 1.5°C-aligned phaseout dates for ICEs.,1% of 2022 emissions,Not assessed.,1% of 2022 emissions,Extensive use of low-quality RECs to claim 99% of renewable electricty procured in Europe in 2022. Plans to use more PPAs in the future but limited information provided.,13% of 2022 emissions,"Several intended activities to reduce upstream scope 3 emissions mentioned but very limited details on timeline, milestones and expected impact.",86% of 2022 emissions,"Relevant measures for key emission sources, including investments in vehicle electriﬁcation. Limited details on timeline and expected impact.",Climate contributions through Volkswagen Financial Services for project protecting moorlands in Germany. Details on ﬁnancial volume not identiﬁed.,5.9 MtCO2e credits in 2022 for various claims (e.g. carbon neutral production sites). Mainly land sequestration CDR and 'lowest-hanging fruit' projects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volkswagen_group_2022
Volvo Group,2024,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Reasonable,Very Poor,Very Poor,USD 46.8 bn (2022),299.4 MtCO2e (2022),Net-zero value chain emissions by 2040,"Use phase of sold vehicles (downstream s3, 96%); upstream supply chain (upstream s3, around 4%)","s1, s2 and emissions from sold vehicles transparently disclosed. Estimates for upstream scope 3 emissions still under development.",Net zero emissions before 2040,"""s1 & s2 below 2019 • 50% absolute reduction by 2030 s3 - vehicle life-cycle emissions below 2019 • 40% intensity reduction by 2030 for heavy-duty trucks • 40% intensity reduction by 2030 for buses • 30% absolute reduction by 2030 for construction equipment""","Intensity or absolute targets for each vehicle type. 1.5°C-aligned target for 35% ZEV sales globally for heavy-duty trucks, but not for buses and other types.","37.5% absolute reduction for industrial and marine engines' life-cycle emissions by 2034 below; Net zero by 2040""",No reduction pledge alongside 2040 net-zero target. Only aspirational ZEV sales shares towards 2040 under 'illustrative 1.5°C scenario'.,No additional long-term target(s) beyond 2040 identiﬁed.,Same issues as for medium term with an unsubstantiat- ed 2040 net-zero target and merely aspirational ZEV sales shares towards 2050,<1% of 2022 emissions,Not assessed.,<1% of 2022 emissions,Claim of 48% renewable energy use in 2022. No target identiﬁed towards 2030 or beyond. No disclosure of renewable energy procurement constructs.,4% of 2022 emissions,Low-carbon steel and aluminium procurement targets for 2030 (min. 10% each). No activities identiﬁed for other upstream emission sources.,96% of 2022 emissions,"Relevant measures for use phase emissions, incl. ZEV technologies and charging infrastructure. Continued ICE sales by 2040 using bio- and e-fuels.",No climate contributions identiﬁed.,No offsetting claim identified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volvo_group_2022
Walmart,2022,Reasonable,Poor,Very Poor,High,Very Poor,Moderate,Moderate,High,Moderate,USD 559.2 bn (2020),203.1 MtCO2e (2019),Zero operational emissions by 2040,"Procurement of goods (upstream scope 3, 71%)","Scope 3 includes most of Walmart’s emissions, but it does not report those in its public climate strategy. Scope 2 emissions disclosed using the market-based method. Subsidiaries appear to be included but this could benefit from more transparent communication.",Zero operational emissions by 2040,,,,,,,,,,"Walmart targets higher-quality RE constructs on its path to 100% RE by 2035, but the share of procured renewable electricity remains low and transparency could be improved.",,,,,"Walmart commit to protect or restore 50 million acres of land by 2030, without a neutralisation claim.",No offsetting claim identified.,,,Plans to address upstream scope 3 emissions through fostering supplier targets but uncertainty on emission reductions impact.,,,,,,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,walmart_2020
Walmart,2023,Moderate,Poor,Poor,High,Very Poor,Moderate,Poor,Poor,Poor,USD 572.8 bn (2021),187.7 MtCO2e (2021),Zero emissions in operations by 2040,"Major emission sources are related to purchased goods and services (upstream s3, 71%).","In public-facing documentation, Walmart only reports on s1 and s2 emissions. S3 emissions are only reported in CDP disclosure.",Zero emissions in operations by 2040,,,,,Zero emissions in operations by 2040,"Long-term target translates to 9% emission reductions, compared to 2019 value chain emissions. This is not in line with 1.5°C-benchmarks.",,,,"Aims for higher-quality RE constructs to reach 100% RE by 2035, but RE share remains low.",,,,,,"Commits to protect/restore 50 million acres of land by 2030, without neutralisation claim. Very limited detail provided. No oﬀsetting claims today identiﬁed.","Reduce s1&2 emissions by 35% by 2025 and 65% by 2030, compared to 2015 levels",,"Signifcant portion of upstream s3 emissions addressed through supplier engagement programme. Measures to reduce s1&2 emissions presented, but only in vague terms.",United States of America,USA,Consumer Services,Yes,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,walmart_2021
Walmart,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,USD 611.3 bn (2022),301.8 MtCO2e (2022),Zero emissions across global operations by 2040.,"Major emission sources are related to purchased goods and services (upstream scope 3, 95%).","In public-facing documentation, Walmart only reports on scope 1 and 2 emissions. Scope 3 emissions are only reported in CDP disclosure.",Zero emissions across global operations by 2040.,"Reduce scope 1 & 2 emissions by 35% by 2025 and 65% by 2030, compared to 2015 levels.",Short- to medium-term targets translate to 5% emission reductions compared to 2019 value chain emissions: is not in line with 1.5°C-benchmarks.,Zero emissions in operations by 2040.,"Long-term target translates to 9% emission reductions, compared to 2019 value chain emissions. This is not in with 1.5°C-benchmarks.",No target identiﬁed.,No target identiﬁed.,3% of 2022 emissions,"Measures to reduce scope 1 emissions presented including changing refrigerants and electrifying transport, but only in vague terms.",3% of 2022 emissions,"Aims for higher-quality RE constructs to reach 100% RE by 2035, but RE share remains modest. Information only provided in CDP disclosure.",94% of 2022 emissions,"Significant categories of upstream scope 3 emissions addressed through supplier engagement programme, but information remains vague.",1% of 2022 emissions,Not assessed.,"Commits to protect/restore 50 million acres of land by 2030, without neutralisation claim; reached 30 million acres in 2022. Very limited detail on",emissions impact provided. No offsetting claim identified.,,,,United States of America,USA,Consumer Services,Yes,large,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,walmart_2022
Applied Materials,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,No,No,No,No,No,No,applied_materials_2022
Applied Materials,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,applied_materials_2021
Wayfair,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Consumer Services,No,small,new,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No,wayfair_2022
Oracle,2024,Poor,Poor,Poor,Reasonable,Very Poor,Poor,Moderate,Poor,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,oracle_2022
Oracle,2023,Moderate,Poor,Very Poor,Moderate,Very Poor,High,Very Poor,Reasonable,Very Poor,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,USA,Technology,No,large,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No,oracle_2021
